Mod:Item:MetaData, Localized Name
bibliocraft:seatback5:3, Jungle Seat Back
bibliocraft:seatback5:4, Acacia Seat Back
bibliocraft:seatback5:5, Dark Oak Seat Back
bibliocraft:seatback5:6, Framed Seat Back
bibliocraft:StockroomCatalog, Stockroom Catalog
bibliocraft:PlumbLine, Plumb line
bibliocraft:FramingSaw, Framing Saw
bibliocraft:FramingBoard, Framing Board
bibliocraft:FramingSheet, Framing Sheet
bibliocraft:TesterItem, ItemStack Name Tester
bibliocraft:AtlasBook:0, Atlas
bibliocraft:AtlasPlate, Atlas Plate
bibliocraft:DeathCompass, Eternal Compass
bibliocraft:PaintingCanvas, Painting Canvas
bibliocraft:BigBook, Big Writing Book
bibliocraft:RecipeBook, Empty Recipe Book
bibliocraft:SlottedBook, Slotted Book
bibliocraft:HandDrill, Hand Drill
bibliocraft:tapeMeasure, Tape Measure
bibliocraft:tape, Tape Measure Reel
bibliocraft:BiblioChase, Print Press Chase
bibliocraft:PrintPlate, Print Press Plate
bibliocraft:EnchantedPlate, Enchanted Plate
bibliocraft:BiblioRedBook, Redstone: Volume I
bibliocraft:BiblioGlasses:0, Reading Glasses
bibliocraft:BiblioGlasses:1, Tinted Glasses
bibliocraft:BiblioGlasses:2, Monocle
bibliocraft:BiblioDrill, Screw Gun
bibliocraft:BiblioCreativeLock, Lock and Key
bibliocraft:BiblioClipboard, Clipboard
biomesoplenty:grass:0, Spectral Moss
biomesoplenty:grass:1, Overgrown Stone
biomesoplenty:grass:2, Loamy Grass Block
biomesoplenty:grass:3, Sandy Grass Block
biomesoplenty:grass:4, Silty Grass Block
biomesoplenty:grass:5, Origin Grass Block
biomesoplenty:grass:6, Overgrown Netherrack
biomesoplenty:grass:7, Flowering Grass Bloock
biomesoplenty:dirt:8, Coarse Loamy Dirt
biomesoplenty:dirt:0, Loamy Dirt
biomesoplenty:dirt:9, Coarse Sandy Dirt
biomesoplenty:dirt:1, Sandy Dirt
biomesoplenty:dirt:10, Coarse Silty Dirt
biomesoplenty:dirt:2, Silty Dirt
biomesoplenty:grass_path:0, Loamy Grass Path
biomesoplenty:grass_path:1, Sandy Grass Path
biomesoplenty:grass_path:2, Silty Grass Path
biomesoplenty:farmland_0:0, Loamy Farmland
biomesoplenty:farmland_0:1, Sandy Farmland
biomesoplenty:farmland_1:0, Silty Farmland
biomesoplenty:stone:8, Polished Limestone
biomesoplenty:stone:9, Polished Siltstone
biomesoplenty:stone:10, Polished Shale
biomesoplenty:stone:0, Limestone
biomesoplenty:stone:1, Siltstone
biomesoplenty:stone:2, Shale
biomesoplenty:crag_rock:0, Crag Rock
biomesoplenty:dried_sand:0, Dried Sand
biomesoplenty:hard_ice:0, Hardened Ice
biomesoplenty:ash_block:0, Ash Block
biomesoplenty:mud:0, Mud
biomesoplenty:flesh:0, Flesh
biomesoplenty:crystal:0, Celestial Crystal
biomesoplenty:biome_block:0, Biome Essence Ore
biomesoplenty:gem_ore:0, Ender Amethyst Ore
biomesoplenty:gem_ore:1, Ruby Ore
biomesoplenty:gem_ore:2, Peridot Ore
biomesoplenty:gem_ore:3, Topaz Ore
biomesoplenty:gem_ore:4, Tanzanite Ore
biomesoplenty:gem_ore:5, Malachite Ore
biomesoplenty:gem_ore:6, Sapphire Ore
biomesoplenty:gem_ore:7, Amber Ore
biomesoplenty:gem_block:0, Block of Amethyst
biomesoplenty:gem_block:1, Block of Ruby
biomesoplenty:gem_block:2, Block of Peridot
biomesoplenty:gem_block:3, Block of Topaz
biomesoplenty:gem_block:4, Block of Tanzanite
biomesoplenty:gem_block:5, Block of Malachite
biomesoplenty:gem_block:6, Block of Sapphire
biomesoplenty:gem_block:7, Block of Amber
biomesoplenty:hive:0, Hive Block
biomesoplenty:hive:1, Honeycomb Block
biomesoplenty:hive:2, Empty Honeycomb Block
biomesoplenty:hive:3, Filled Honeycomb Block
biomesoplenty:honey_block:0, Honey Block
biomesoplenty:jelled_poison:0, Jelled Poison
biomesoplenty:bamboo_thatching:0, Bamboo Thatching
biomesoplenty:mud_brick_block:0, Mud Bricks
biomesoplenty:mud_brick_stairs, Mud Bricks Stairs
biomesoplenty:other_slab:0, Mud Bricks Slab
biomesoplenty:log_0:4, Sacred Oak Wood
biomesoplenty:log_0:5, Cherry Wood
biomesoplenty:log_0:6, Umbran Wood
biomesoplenty:log_0:7, Fir Wood
biomesoplenty:log_1:4, Ethereal Wood
biomesoplenty:log_1:5, Magic Wood
biomesoplenty:log_1:6, Mangrove Wood
biomesoplenty:log_1:7, Palm Wood
biomesoplenty:log_2:4, Redwood Wood
biomesoplenty:log_2:5, Willow Wood
biomesoplenty:log_2:6, Pine Wood
biomesoplenty:log_2:7, Hellbark Wood
biomesoplenty:log_3:4, Jacaranda Wood
biomesoplenty:log_3:5, Mahogany Wood
biomesoplenty:log_3:6, Ebony Wood
biomesoplenty:log_3:7, Eucalyptus Wood
biomesoplenty:log_4:4, Giant Flower Stem
biomesoplenty:log_4:5, Dead Wood
biomesoplenty:leaves_0:8, Yellow Autumn Leaves
biomesoplenty:leaves_0:9, Orange Autumn Leaves
biomesoplenty:leaves_0:10, Bamboo Leaves
biomesoplenty:leaves_0:11, Magic Leaves
biomesoplenty:leaves_1:8, Umbran Leaves
biomesoplenty:leaves_1:9, Dead Leaves
biomesoplenty:leaves_1:10, Fir Leaves
biomesoplenty:leaves_1:11, Ethereal Leaves
biomesoplenty:leaves_2:8, Origin Leaves
biomesoplenty:leaves_2:9, Pink Cherry Leaves
biomesoplenty:leaves_2:10, White Cherry Leaves
biomesoplenty:leaves_2:11, Maple Leaves
biomesoplenty:leaves_3:8, Hellbark Leaves
biomesoplenty:leaves_3:9, Flowering Oak Leaves
biomesoplenty:leaves_3:10, Jacaranda Leaves
biomesoplenty:leaves_3:11, Sacred Oak Leaves
biomesoplenty:leaves_4:8, Mangrove Leaves
biomesoplenty:leaves_4:9, Palm Leaves
biomesoplenty:leaves_4:10, Redwood Leaves
biomesoplenty:leaves_4:11, Willow Leaves
biomesoplenty:leaves_5:8, Pine Leaves
biomesoplenty:leaves_5:9, Mahogany Leaves
biomesoplenty:leaves_5:10, Ebony Leaves
biomesoplenty:leaves_5:11, Eucalyptus Leaves
biomesoplenty:leaves_6:8, Giant Red Flower Petal
biomesoplenty:leaves_6:9, Giant Yellow Flower Petal
biomesoplenty:planks_0:0, Sacred Oak Wood Planks
biomesoplenty:planks_0:1, Cherry Wood Planks
biomesoplenty:planks_0:2, Umbran Wood Planks
biomesoplenty:planks_0:3, Fir Wood Planks
biomesoplenty:planks_0:4, Ethereal Wood Planks
biomesoplenty:planks_0:5, Magic Wood Planks
biomesoplenty:planks_0:6, Mangrove Wood Planks
biomesoplenty:planks_0:7, Palm Wood Planks
biomesoplenty:planks_0:8, Redwood Wood Planks
biomesoplenty:planks_0:9, Willow Wood Planks
biomesoplenty:planks_0:10, Pine Wood Planks
biomesoplenty:planks_0:11, Hellbark Wood Planks
biomesoplenty:planks_0:12, Jacaranda Wood Planks
biomesoplenty:planks_0:13, Mahogany Wood Planks
biomesoplenty:planks_0:14, Ebony Wood Planks
biomesoplenty:planks_0:15, Eucalyptus Wood Planks
biomesoplenty:sacred_oak_stairs:0, Sacred Oak Wood Stairs
biomesoplenty:cherry_stairs:0, Cherry Wood Stairs
biomesoplenty:umbran_stairs:0, Umbran Wood Stairs
biomesoplenty:fir_stairs:0, Fir Wood Stairs
biomesoplenty:ethereal_stairs:0, Ethereal Wood Stairs
biomesoplenty:magic_stairs:0, Magic Wood Stairs
biomesoplenty:mangrove_stairs:0, Mangrove Wood Stairs
biomesoplenty:palm_stairs:0, Palm Wood Stairs
biomesoplenty:redwood_stairs:0, Redwood Wood Stairs
biomesoplenty:willow_stairs:0, Willow Wood Stairs
biomesoplenty:pine_stairs:0, Pine Wood Stairs
biomesoplenty:hellbark_stairs:0, Hellbark Wood Stairs
biomesoplenty:jacaranda_stairs:0, Jacaranda Wood Stairs
biomesoplenty:mahogany_stairs:0, Mahogany Wood Stairs
biomesoplenty:ebony_stairs:0, Ebony Wood Stairs
biomesoplenty:eucalyptus_stairs:0, Eucalyptus Wood Stairs
biomesoplenty:wood_slab_0:0, Sacred Oak Wood Slab
biomesoplenty:wood_slab_0:1, Cherry Wood Slab
biomesoplenty:wood_slab_0:2, Umbran Wood Slab
biomesoplenty:wood_slab_0:3, Fir Wood Slab
biomesoplenty:wood_slab_0:4, Ethereal Wood Slab
biomesoplenty:wood_slab_0:5, Magic Wood Slab
biomesoplenty:wood_slab_0:6, Mangrove Wood Slab
biomesoplenty:wood_slab_0:7, Palm Wood Slab
biomesoplenty:wood_slab_1:0, Redwood Wood Slab
biomesoplenty:wood_slab_1:1, Willow Wood Slab
biomesoplenty:wood_slab_1:2, Pine Wood Slab
biomesoplenty:wood_slab_1:3, Hellbark Wood Slab
biomesoplenty:wood_slab_1:4, Jacaranda Wood Slab
biomesoplenty:wood_slab_1:5, Mahogany Wood Slab
biomesoplenty:wood_slab_1:6, Ebony Wood Slab
biomesoplenty:wood_slab_1:7, Eucalyptus Wood Slab
biomesoplenty:sacred_oak_fence:0, Sacred Oak Fence
biomesoplenty:cherry_fence:0, Cherry Fence
biomesoplenty:umbran_fence:0, Umbran Fence
biomesoplenty:fir_fence:0, Fir Fence
biomesoplenty:ethereal_fence:0, Ethereal Fence
biomesoplenty:magic_fence:0, Magic Fence
biomesoplenty:mangrove_fence:0, Mangrove Fence
biomesoplenty:palm_fence:0, Palm Fence
biomesoplenty:redwood_fence:0, Redwood Fence
biomesoplenty:willow_fence:0, Willow Fence
biomesoplenty:pine_fence:0, Pine Fence
biomesoplenty:hellbark_fence:0, Hellbark Fence
biomesoplenty:jacaranda_fence:0, Jacaranda Fence
biomesoplenty:mahogany_fence:0, Mahogany Fence
biomesoplenty:ebony_fence:0, Ebony Fence
biomesoplenty:eucalyptus_fence:0, Eucalyptus Fence
biomesoplenty:sacred_oak_fence_gate:0, Sacred Oak Fence Gate
biomesoplenty:cherry_fence_gate:0, Cherry Fence Gate
biomesoplenty:umbran_fence_gate:0, Umbran Fence Gate
biomesoplenty:fir_fence_gate:0, Fir Fence Gate
biomesoplenty:ethereal_fence_gate:0, Ethereal Fence Gate
biomesoplenty:magic_fence_gate:0, Magic Fence Gate
biomesoplenty:mangrove_fence_gate:0, Mangrove Fence Gate
biomesoplenty:palm_fence_gate:0, Palm Fence Gate
biomesoplenty:redwood_fence_gate:0, Redwood Fence Gate
biomesoplenty:willow_fence_gate:0, Willow Fence Gate
biomesoplenty:pine_fence_gate:0, Pine Fence Gate
biomesoplenty:hellbark_fence_gate:0, Hellbark Fence Gate
biomesoplenty:jacaranda_fence_gate:0, Jacaranda Fence Gate
biomesoplenty:mahogany_fence_gate:0, Mahogany Fence Gate
biomesoplenty:ebony_fence_gate:0, Ebony Fence Gate
biomesoplenty:eucalyptus_fence_gate:0, Eucalyptus Fence Gate
biomesoplenty:sacred_oak_door, Sacred Oak Door
biomesoplenty:cherry_door, Cherry Door
biomesoplenty:umbran_door, Umbran Door
biomesoplenty:fir_door, Fir Door
biomesoplenty:ethereal_door, Ethereal Door
biomesoplenty:magic_door, Magic Door
biomesoplenty:mangrove_door, Mangrove Door
biomesoplenty:palm_door, Palm Door
biomesoplenty:redwood_door, Redwood Door
biomesoplenty:willow_door, Willow Door
biomesoplenty:pine_door, Pine Door
biomesoplenty:hellbark_door, Hellbark Door
biomesoplenty:jacaranda_door, Jacaranda Door
biomesoplenty:mahogany_door, Mahogany Door
biomesoplenty:ebony_door, Ebony Door
biomesoplenty:eucalyptus_door, Eucalyptus Door
biomesoplenty:stone_formations:0, Rock Formation
biomesoplenty:coral:0, Pink Coral
biomesoplenty:coral:1, Orange Coral
biomesoplenty:coral:2, Blue Coral
biomesoplenty:coral:3, Glowing Coral
biomesoplenty:coral:4, Algae
biomesoplenty:seaweed:0, Kelp
biomesoplenty:waterlily:0, Medium Lily Pad
biomesoplenty:waterlily:1, Small Lily Pad
biomesoplenty:waterlily:2, Tiny Lily Pad
biomesoplenty:waterlily:3, Flowered Lily Pad
biomesoplenty:bamboo:0, Bamboo
biomesoplenty:turnip_block:0, Turnip
biomesoplenty:sapling_0:0, Yellow Autumn Sapling
biomesoplenty:sapling_0:1, Orange Autumn Sapling
biomesoplenty:sapling_0:2, Bamboo Sapling
biomesoplenty:sapling_0:3, Magic Sapling
biomesoplenty:sapling_0:4, Umbran Sapling
biomesoplenty:sapling_0:5, Dead Sapling
biomesoplenty:sapling_0:6, Fir Sapling
biomesoplenty:sapling_0:7, Ethereal Sapling
biomesoplenty:sapling_1:0, Origin Sapling
biomesoplenty:sapling_1:1, Pink Cherry Sapling
biomesoplenty:sapling_1:2, White Cherry Sapling
biomesoplenty:sapling_1:3, Maple Sapling
biomesoplenty:sapling_1:4, Hellbark Sapling
biomesoplenty:sapling_1:5, Flowering Oak Sapling
biomesoplenty:sapling_1:6, Jacaranda Sapling
biomesoplenty:sapling_1:7, Sacred Oak Sapling
biomesoplenty:sapling_2:0, Mangrove Sapling
biomesoplenty:sapling_2:1, Palm Sapling
biomesoplenty:sapling_2:2, Redwood Sapling
biomesoplenty:sapling_2:3, Willow Sapling
biomesoplenty:sapling_2:4, Pine Sapling
biomesoplenty:sapling_2:5, Mahogany Sapling
biomesoplenty:sapling_2:6, Ebony Sapling
biomesoplenty:sapling_2:7, Eucalyptus Sapling
biomesoplenty:plant_0:0, Short Grass
biomesoplenty:plant_0:1, Medium Grass
biomesoplenty:plant_0:2, Bush
biomesoplenty:plant_0:3, Sprout
biomesoplenty:plant_0:4, Poison Ivy
biomesoplenty:plant_0:5, Berry Bush
biomesoplenty:plant_0:6, Shrub
biomesoplenty:plant_0:7, Wheat Grass
biomesoplenty:plant_0:8, Damp Grass
biomesoplenty:plant_0:9, Koru
biomesoplenty:plant_0:10, Clover Patch
biomesoplenty:plant_0:11, Leaf Pile
biomesoplenty:plant_0:12, Dead Leaf Pile
biomesoplenty:plant_0:13, Dead Grass
biomesoplenty:plant_0:14, Desert Grass
biomesoplenty:plant_0:15, Desert Sprouts
biomesoplenty:plant_1:0, Dune Grass
biomesoplenty:plant_1:1, Spectral Fern
biomesoplenty:plant_1:2, Thorns
biomesoplenty:plant_1:3, Wild Rice
biomesoplenty:plant_1:4, Cattail
biomesoplenty:plant_1:5, River Cane
biomesoplenty:plant_1:6, Tiny Cactus
biomesoplenty:plant_1:7, Wither Wart
biomesoplenty:plant_1:8, Reed
biomesoplenty:plant_1:9, Root
biomesoplenty:plant_1:10, Rafflesia
biomesoplenty:double_plant:0, Flax
biomesoplenty:double_plant:1, Tall Cattail
biomesoplenty:double_plant:2, Eyebulb
biomesoplenty:mushroom:0, Toadstool
biomesoplenty:mushroom:1, Portobello
biomesoplenty:mushroom:2, Blue Milk Cap
biomesoplenty:mushroom:3, Glowshroom
biomesoplenty:mushroom:4, Flat Mushroom
biomesoplenty:mushroom:5, Shadow Shroom
biomesoplenty:flower_0:0, Clover
biomesoplenty:flower_0:1, Swampflower
biomesoplenty:flower_0:2, Deathbloom
biomesoplenty:flower_0:3, Glowflower
biomesoplenty:flower_0:4, Blue Hydrangea
biomesoplenty:flower_0:5, Orange Cosmos
biomesoplenty:flower_0:6, Pink Dafodil
biomesoplenty:flower_0:7, Wildflower
biomesoplenty:flower_0:8, Violet
biomesoplenty:flower_0:9, White Anemone
biomesoplenty:flower_0:10, Enderlotus
biomesoplenty:flower_0:11, Bromeliad
biomesoplenty:flower_0:12, Wilted Lily
biomesoplenty:flower_0:13, Pink Hibiscus
biomesoplenty:flower_0:14, Lily of the Valley
biomesoplenty:flower_0:15, Burning Blossom
biomesoplenty:flower_1:0, Lavender
biomesoplenty:flower_1:1, Goldenrod
biomesoplenty:flower_1:2, Bluebells
biomesoplenty:flower_1:3, Miner's Delight
biomesoplenty:flower_1:4, Icy Iris
biomesoplenty:flower_1:5, Rose
biomesoplenty:flower_vine:0, Flowering Vines
biomesoplenty:ivy:0, Ivy
biomesoplenty:tree_moss:0, Tree Moss
biomesoplenty:terrarium:0, Fern Terrarium
biomesoplenty:terrarium:1, Mushroom Terrarium
biomesoplenty:terrarium:2, Cactus Terrarium
biomesoplenty:terrarium:3, Flax Terrarium
biomesoplenty:terrarium:4, Flower Terrarium
biomesoplenty:terrarium:5, Koru Terrarium
biomesoplenty:terrarium:6, Bamboo Terrarium
biomesoplenty:terrarium:7, Sapling Terrarium
biomesoplenty:terrarium:8, Glowshroom Terrarium
biomesoplenty:terrarium:9, Dead Terrarium
biomesoplenty:terrarium:10, Mystic Terrarium
biomesoplenty:terrarium:11, Ominous Terrarium
biomesoplenty:terrarium:12, Wasteland Terrarium
biomesoplenty:terrarium:13, Origin Terrarium
biomesoplenty:terrarium:14, Nether Terrarium
biomesoplenty:terrarium:15, Ender Terrarium
biomesoplenty:berries, Berry
biomesoplenty:pear, Pear
biomesoplenty:peach, Peach
biomesoplenty:persimmon, Persimmon
biomesoplenty:turnip_seeds, Turnip Seeds
biomesoplenty:turnip, Turnip
biomesoplenty:saladfruit, Fruit Salad
biomesoplenty:saladveggie, Veggie Salad
biomesoplenty:saladshroom, Shroom Salad
biomesoplenty:ricebowl, Bowl of Rice
biomesoplenty:honeycomb, Empty Honeycomb
biomesoplenty:filled_honeycomb, Filled Honeycomb
biomesoplenty:pinecone, Pinecone
biomesoplenty:shroompowder, Shroom Powder
biomesoplenty:ambrosia, Ambrosia
biomesoplenty:earth, item.earth.name
biomesoplenty:flax_string, Flax String
biomesoplenty:mudball, Mud Ball
biomesoplenty:mud_brick, Mud Brick
biomesoplenty:ash, Pile of Ashes
biomesoplenty:fleshchunk, Chunk of Flesh
biomesoplenty:gem:0, Ender Amethyst
biomesoplenty:gem:1, Ruby
biomesoplenty:gem:2, Peridot
biomesoplenty:gem:3, Topaz
biomesoplenty:gem:4, Tanzanite
biomesoplenty:gem:5, Malachite
biomesoplenty:gem:6, Sapphire
biomesoplenty:gem:7, Amber
biomesoplenty:terrestrial_artifact, Terrestrial Artifact
biomesoplenty:crystal_shard, Celestial Crystal Shard
biomesoplenty:biome_essence, Biome Essence
biomesoplenty:pixie_dust, Pixie Dust
biomesoplenty:ichor, Ichor
biomesoplenty:soul, Soul
biomesoplenty:blue_dye, Blue Dye
biomesoplenty:brown_dye, Brown Dye
biomesoplenty:green_dye, Green Dye
biomesoplenty:white_dye, White Dye
biomesoplenty:black_dye, Black Dye
biomesoplenty:wading_boots, Wading Boots
biomesoplenty:flippers, Flippers
biomesoplenty:plain_flower_band, Plain Flower Band
biomesoplenty:lush_flower_band, Lush Flower Band
biomesoplenty:exotic_flower_band, Exotic Flower Band
biomesoplenty:dull_flower_band, Dull Flower Band
biomesoplenty:mud_helmet, Muddy Helmet
biomesoplenty:mud_chestplate, Muddy Chestplate
biomesoplenty:mud_leggings, Muddy Leggings
biomesoplenty:mud_boots, Muddy Boots
biomesoplenty:mud_axe, Muddy Axe
biomesoplenty:mud_pickaxe, Muddy Pickaxe
biomesoplenty:mud_hoe, Muddy Hoe
biomesoplenty:mud_shovel, Muddy Shovel
biomesoplenty:mud_sword, Muddy Sword
biomesoplenty:mud_scythe, Muddy Scythe
biomesoplenty:wood_scythe, Wooden Scythe
biomesoplenty:stone_scythe, Stone Scythe
biomesoplenty:iron_scythe, Iron Scythe
biomesoplenty:gold_scythe, Golden Scythe
biomesoplenty:diamond_scythe, Diamond Scythe
biomesoplenty:jar_empty, Empty Jar
biomesoplenty:jar_filled:0, Honey Jar
biomesoplenty:jar_filled:1, Butterfly Jar
biomesoplenty:jar_filled:2, Pixie Jar
biomesoplenty:flower_basket, Flower Basket
biomesoplenty:biome_finder, Biome Finder
biomesoplenty:enderporter, Enderporter
biomesoplenty:record_wanderer, Music Disc
biomesoplenty:record_corruption, Music Disc
biomesoplenty:spawn_egg:2, Spawn Wasp
biomesoplenty:spawn_egg:3, Spawn Pixie
biomesoplenty:spawn_egg:4, Spawn Snail
biomesoplenty:spawn_egg:5, Spawn Butterfly
guideapi:ItemGuideBook:0, Sanguine Scientiem
bloodmagic:BlockLifeEssence, Life Essence
bloodmagic:BlockAltar, Blood Altar
bloodmagic:BlockBloodRune:0, Blank Rune
bloodmagic:BlockBloodRune:1, Speed Rune
bloodmagic:BlockBloodRune:2, Efficiency Rune
bloodmagic:BlockBloodRune:3, Rune of Sacrifice
bloodmagic:BlockBloodRune:4, Rune of Self Sacrifice
bloodmagic:BlockBloodRune:5, Displacement Rune
bloodmagic:BlockBloodRune:6, Rune of Capacity
bloodmagic:BlockBloodRune:7, Rune of Augmented Capacity
bloodmagic:BlockBloodRune:8, Rune of the Orb
bloodmagic:BlockBloodRune:9, Acceleration Rune
bloodmagic:BlockBloodRune:10, Charging Rune
bloodmagic:BlockRitualController:0, Master Ritual Stone
bloodmagic:BlockRitualController:1, Imperfect Ritual Stone
bloodmagic:BlockRitualController:2, Inverted Master Ritual Stone
bloodmagic:BlockRitualStone:0, Ritual Stone
bloodmagic:BlockRitualStone:1, Ritual Stone of Water
bloodmagic:BlockRitualStone:2, Ritual Stone of Fire
bloodmagic:BlockRitualStone:3, Ritual Stone of Earth
bloodmagic:BlockRitualStone:4, Ritual Stone of Air
bloodmagic:BlockRitualStone:5, Ritual Stone of Dusk
bloodmagic:BlockRitualStone:6, Ritual Stone of Dawn
bloodmagic:BlockBloodLight, Blood Light
bloodmagic:BlockTeleposer, Teleposer
bloodmagic:BlockAlchemyArray, &r&fAlchemy Array
bloodmagic:BlockSpectral, tile.BloodMagic.spectral.name
bloodmagic:BlockPhantom, Phantom Block
bloodmagic:BlockSoulForge, Hellfire Forge
bloodmagic:BlockCrystal:0, Crystal Cluster
bloodmagic:BlockCrystal:1, Crystal Cluster Brick
bloodmagic:BlockBloodStoneBrick:0, Large Bloodstone Brick
bloodmagic:BlockBloodStoneBrick:1, Bloodstone Brick
bloodmagic:BlockMasterRoutingNode, Master Routing Node
bloodmagic:BlockInputRoutingNode, Input Routing Node
bloodmagic:BlockOutputRoutingNode, Output Routing Node
bloodmagic:BlockItemRoutingNode, Routing Node
bloodmagic:BlockIncenseAltar, Incense Altar
bloodmagic:BlockPath:0, Wooden Path
bloodmagic:BlockPath:1, Tiled Wooden Path
bloodmagic:BlockPath:2, Stone Brick Path
bloodmagic:BlockPath:3, Tiled Stone Path
bloodmagic:BlockPath:4, Worn Stone Brick Path
bloodmagic:BlockPath:5, Tiled Worn Stone Path
bloodmagic:BlockPath:6, Obsidian Brick Path
bloodmagic:BlockPath:7, Tiled Obsidian Path
bloodmagic:BlockDemonCrucible, Demon Crucible
bloodmagic:BlockDemonPylon, Demon Pylon
bloodmagic:BlockDemonCrystallizer, Demon Crystallizer
bloodmagic:BlockDemonCrystal:0, Demon Will Crystal Cluster
bloodmagic:BlockDemonCrystal:1, Corrosive Will Crystal Cluster
bloodmagic:BlockDemonCrystal:2, Destructive Will Crystal Cluster
bloodmagic:BlockDemonCrystal:3, Vengeful Will Crystal Cluster
bloodmagic:BlockDemonCrystal:4, Steadfast Will Crystal Cluster
bloodmagic:BlockAlchemyTable, Alchemy Table
bloodmagic:BlockDimensionalPortal, Dimensional Portal
bloodmagic:BlockBloodTank:0, Blood Tank Tier 1
bloodmagic:BlockBloodTank:1, Blood Tank Tier 2
bloodmagic:BlockBloodTank:2, Blood Tank Tier 3
bloodmagic:BlockBloodTank:3, Blood Tank Tier 4
bloodmagic:BlockBloodTank:4, Blood Tank Tier 5
bloodmagic:BlockBloodTank:5, Blood Tank Tier 6
bloodmagic:BlockBloodTank:6, Blood Tank Tier 7
bloodmagic:BlockBloodTank:7, Blood Tank Tier 8
bloodmagic:BlockBloodTank:8, Blood Tank Tier 9
bloodmagic:BlockBloodTank:9, Blood Tank Tier 10
bloodmagic:BlockBloodTank:10, Blood Tank Tier 11
bloodmagic:BlockBloodTank:11, Blood Tank Tier 12
bloodmagic:BlockBloodTank:12, Blood Tank Tier 13
bloodmagic:BlockBloodTank:13, Blood Tank Tier 14
bloodmagic:BlockBloodTank:14, Blood Tank Tier 15
bloodmagic:BlockBloodTank:15, Blood Tank Tier 16
bloodmagic:BlockMimic:0, Ethereal Opaque Mimic Block
bloodmagic:BlockMimic:1, Opaque Mimic Block
bloodmagic:BlockMimic:2, Clear Mimic Block
bloodmagic:BlockMimic:3, Lighted Mimic Block
bloodmagic:BlockMimic:4, Sentient Mimic Block
bloodmagic:BlockDemonBricks1:0, Raw Stone Bricks
bloodmagic:BlockDemonBricks1:1, Corrosive Stone Bricks
bloodmagic:BlockDemonBricks1:2, Destructive Stone Bricks
bloodmagic:BlockDemonBricks1:3, Vengeful Stone Bricks
bloodmagic:BlockDemonBricks1:4, Steadfast Stone Bricks
bloodmagic:BlockDemonBricks2:0, Small Raw Stone Bricks
bloodmagic:BlockDemonBricks2:1, Small Corrosive Stone Bricks
bloodmagic:BlockDemonBricks2:2, Small Destructive Stone Bricks
bloodmagic:BlockDemonBricks2:3, Small Vengeful Stone Bricks
bloodmagic:BlockDemonBricks2:4, Small Steadfast Stone Bricks
bloodmagic:BlockDemonBricks2:5, Raw Stone Tiles
bloodmagic:BlockDemonBricks2:6, Corrosive Stone Tiles
bloodmagic:BlockDemonBricks2:7, Destructive Stone Tiles
bloodmagic:BlockDemonBricks2:8, Vengeful Stone Tiles
bloodmagic:BlockDemonBricks2:9, Steadfast Stone Tiles
bloodmagic:BlockDemonBricks2:10, Accented Raw Stone Tiles
bloodmagic:BlockDemonBricks2:11, Accented Corrosive Stone Tiles
bloodmagic:BlockDemonBricks2:12, Accented Destructive Stone Tiles
bloodmagic:BlockDemonBricks2:13, Accented Vengeful Stone Tiles
bloodmagic:BlockDemonBricks2:14, Accented Steadfast Stone Tiles
bloodmagic:BlockDemonExtra:0, Raw Stone
bloodmagic:BlockDemonExtra:1, Corrosive Stone
bloodmagic:BlockDemonExtra:2, Destructive Stone
bloodmagic:BlockDemonExtra:3, Vengeful Stone
bloodmagic:BlockDemonExtra:4, Steadfast Stone
bloodmagic:BlockDemonExtra:5, Polished Raw Stone
bloodmagic:BlockDemonExtra:6, Polished Corrosive Stone
bloodmagic:BlockDemonExtra:7, Polished Destructive Stone
bloodmagic:BlockDemonExtra:8, Polished Vengeful Stone
bloodmagic:BlockDemonExtra:9, Polished Steadfast Stone
bloodmagic:BlockDemonExtra:10, Raw Demon Alloy
bloodmagic:BlockDemonExtra:11, Corrosive Demon Alloy
bloodmagic:BlockDemonExtra:12, Destructive Demon Alloy
bloodmagic:BlockDemonExtra:13, Vengeful Demon Alloy
bloodmagic:BlockDemonExtra:14, Steadfast Demon Alloy
bloodmagic:BlockPillar1:0, Raw Stone Pillar
bloodmagic:BlockPillar1:1, Corrosive Stone Pillar
bloodmagic:BlockPillar1:2, Destructive Stone Pillar
bloodmagic:BlockPillar1:3, Vengeful Stone Pillar
bloodmagic:BlockPillar1:4, Steadfast Stone Pillar
bloodmagic:BlockPillar2:0, Accented Raw Stone Pillar
bloodmagic:BlockPillar2:1, Accented Corrosive Stone Pillar
bloodmagic:BlockPillar2:2, Accented Destructive Stone Pillar
bloodmagic:BlockPillar2:3, Accented Vengeful Stone Pillar
bloodmagic:BlockPillar2:4, Accented Steadfast Stone Pillar
bloodmagic:BlockPillarCap1:0, Raw Stone Pillar Cap
bloodmagic:BlockPillarCap1:1, Corrosive Stone Pillar Cap
bloodmagic:BlockPillarCap2:0, Destructive Stone Pillar Cap
bloodmagic:BlockPillarCap2:1, Vengeful Stone Pillar Cap
bloodmagic:BlockPillarCap3, tile.BloodMagic.pillarCap3..name
bloodmagic:BlockDemonLight:0, Raw Demon Eye
bloodmagic:BlockDemonLight:1, Corrosive Demon Eye
bloodmagic:BlockDemonLight:2, Destructive Demon Eye
